Title,Method,Product Type,Population,Measurements Used,Study Design,Key Findings,Year,Journal Source,Quality Level
Ankle morphometry for development of ankle prosthesis,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2011,Not mentioned in source.,Not mentioned in source.
A CAD CAM digitizing adapter for spinal casts,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,1996,Not mentioned in source.,Not mentioned in source.
Design and manufacturing process optimization for prosthesis of the lower limb,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020,Not mentioned in source.,Not mentioned in source.
A new design paradigm for the development of custom-fit soft sockets for lower limb prostheses,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2010,Not mentioned in source.,Not mentioned in source.
The joint prosthesis design project: an anatomy database for the design of joint replacement,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2005,Not mentioned in source.,Not mentioned in source.
Design and 3d-printing of a body-powered prosthetic limb for amputee,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020,Not mentioned in source.,Not mentioned in source.
Design of an automatic optical system to measure anthropometric hand parameters,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020,Not mentioned in source.,Not mentioned in source.
Design and development of smart AI-based voice assistive ergonomic commode wheelchair for mobility and rehabilitation,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2024,Not mentioned in source.,Not mentioned in source.
Ergonomic assessment of an exoskeleton for hospital logistics,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2021,Not mentioned in source.,Not mentioned in source.
3D Scanning Image Analysis and Design of Orthoses and Prostheses,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2019,Not mentioned in source.,Not mentioned in source.
A measurement device to assist amputee prothetic fitting,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,1994,Not mentioned in source.,Not mentioned in source.
3D-Printed Prosthetic Hands: A Review,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020,Not mentioned in source.,Not mentioned in source.
A NOVEL APPROACH FOR CUSTOMIZED PROSTHETIC SOCKET DESIGN,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2016,Not mentioned in source.,Not mentioned in source.
Prosthetic Socket Shape As Related to Anatomy in Lower Extremity Amputees,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,1964,Not mentioned in source.,Not mentioned in source.
Computer integrated design and manufacturing of patient specific lower limb orthoses through 3D reconstruction / Morshed Alam,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2014,Not mentioned in source.,Not mentioned in source.
A Case Study on Designing a Passive Feeding-Assistive Orthosis for Arthrogryposis,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020,Not mentioned in source.,Not mentioned in source.
Orthotic design through 3D reconstruction: A passive-assistance ankle--foot orthotic (from source id 18916ed20a7e08934237178b59139080),Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2006,Not mentioned in source.,Not mentioned in source.
Dynamic Socket Design for Transtibial Prosthesis (title from source metadata),Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2021,Not mentioned in source.,Not mentioned in source.
A CAD CAM digitizing adapter for spinal casts,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,1996,Not mentioned in source.,Not mentioned in source.
Using CAD 	6 CAM Technology in The Design of Prosthetic Devices,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020,Not mentioned in source.,Not mentioned in source.
Computer integrated design and manufacturing of patient specific lower limb orthoses through 3D reconstruction / Morshed Alam,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2014,Not mentioned in source.,Not mentioned in source.
Research on Rehabilitation Device by the Ergonomics Analysis of CATIA V5,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2008,Not mentioned in source.,Not mentioned in source.
Design of a Wearable Walking Aid Based on Anthropometric Measurement of Cerebral Palsy Children in Malaysia,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2018,Not mentioned in source.,Not mentioned in source.
Predictive Prosthetic Socket Design Part 2: person-specific concept design using multi-objective Genetic Algorithms,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2019,Not mentioned in source.,Not mentioned in source.
Usage of 3D Anthropometric Data in CAD/CAM Individual Measurement List,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2015,Not mentioned in source.,Not mentioned in source.
Workplace Environment Digitization Using A Portable Measurement System: A Standardized Methodology,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,1996,Not mentioned in source.,Not mentioned in source.
Computer Designed Prosthetic Socket from Analysis of Computed Tomography Data,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,1989,Not mentioned in source.,Not mentioned in source.
Investigation of an Initial Data Set for Decision Support System Development of a lower Leg Prosthesis Individual Prosthetic Socket Selection,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2021,Not mentioned in source.,Not mentioned in source.
Design and manufacturing process optimization for prosthesis of the lower limb (thesis title as provided),Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020,Not mentioned in source.,Not mentioned in source.
3DPro—Development of Low-Cost Prosthetics Using 3D Printing Technologies,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2017,Not mentioned in source.,Not mentioned in source.
Development of a made to measure process for customizing lumbar orthotics for obese people,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2014,Not mentioned in source.,Not mentioned in source.
Design and Analysis of Man-machine System about Wheelchair,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2012,Not mentioned in source.,Not mentioned in source.
A 3D Scanner System for Building the Prosthetic Leg Model Based on the Reality Capture Technique,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020,Not mentioned in source.,Not mentioned in source.
Design for Customized AdditiveManufactured Exoskeleton Using Bio CADModeling (from source id: 18916ed305562ec0caf16222badcbfcd),Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2014,Not mentioned in source.,Not mentioned in source.
Scanning Technologies Adoption for Transtibial Residual Limb Shape Characterization,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2025,Not mentioned in source.,Not mentioned in source.
Development of an Active Orthosis for Inferior Limb with Light Structure,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2017,Not mentioned in source.,Not mentioned in source.
A data set on anthropometric measurements and degree of discomfort of physically disabled workers for ergonomic requirements in work space design,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020,Not mentioned in source.,Not mentioned in source.
Digital Plaster: Enabling 3D Scanning and Printing Workflows in Orthotics,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2017,Not mentioned in source.,Not mentioned in source.
Design and 3D Printing of Lower Limb Prosthetic Socket *,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2024,Not mentioned in source.,Not mentioned in source.
3 dimensional body measurement technology in apparel industry,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2006,Not mentioned in source.,Not mentioned in source.
Measurements of the interface pressure between the stump and the socket and its relevance to the prosthetic socket design,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2004,Not mentioned in source.,Not mentioned in source.
Parametrización geométrica del diseño de prótesis transtibial considerando las medidas antropométricas del paciente,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2018,Not mentioned in source.,Not mentioned in source.
Advanced prototyping of variable impedance prosthetic sockets for trans-tibial amputees : polyjet matrix 3D printing of comfortable prosthetic sockets using digital anatomical data,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2012,Not mentioned in source.,Not mentioned in source.
Fit Comparison of Custom Casts Created Through Photogrammetry & FDM Rapid-Prototyping of Ipsilateral Versus Mirrored Contralateral Extremities,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2025,Not mentioned in source.,Not mentioned in source.
REVERSE ENGINEERING A TRANSHUMERAL PROSTHETIC DESIGN FOR ADDITIVE MANUFACTURING,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2017,Not mentioned in source.,Not mentioned in source.
Patient-Specific Optimization of Prosthetic Socket Construction and Fabrication Using Innovative Manufacturing Processes : A Project in Progress,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2010,Not mentioned in source.,Not mentioned in source.
Digital human modelling in a virtual environment of CAD parts and a point cloud,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2017,Not mentioned in source.,Not mentioned in source.
A New Non-Contact Anthropometric Measuring System,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,1994,Not mentioned in source.,Not mentioned in source.
Antropornetry for HMD design,Not mentioned in source.,Helmet / head-mounted display (HMD) systems,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2004,SPIE Helmet-Mounted Displays III proceedings (as listed on Semantic Scholar entry),Not mentioned in source.
Anthropometric data of adult wheelchair users for Mexican population,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2012,Not mentioned in source.,Not mentioned in source.
Wheelchair users’ anthropometric data: analysis of existent available information,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2017,Not mentioned in source.,Not mentioned in source.
Establishment of antropometric reference values for design with regard to dental ergonomics,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2003,Not mentioned in source.,Not mentioned in source.
Ergonomic assessment of an exoskeleton for hospital logistics,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2021,Not mentioned in source.,Not mentioned in source.
The Compliance of 3D Scanned Anthropometric Data with a CAD Grafis Measurement Chart,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2015,Not mentioned in source.,Not mentioned in source.
Towards a digital process chain for the automated manufacturing of pediatric orthoses,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2019,Not mentioned in source.,Not mentioned in source.
Digital Human Modeling: What is Available and Which one to Choose,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2001,Not mentioned in source.,Not mentioned in source.
3D-Printed Prosthetic Hands: A Review,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020,Not mentioned in source.,Not mentioned in source.
AUTOMATED SHAPE MODIFICATION FOR THE CAD MODEL OF RESIDUAL LIMB,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2002,Not mentioned in source.,Not mentioned in source.
A trans-femoral brim adapter for CAD CAM measurements,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,1994,Not mentioned in source.,Not mentioned in source.
A pilot study on using photogrammetry to monitor clubfoot correction during Ponseti treatment: are we there yet?,Not mentioned in source.,Not mentioned in source.,Not mentioned in source. pregnancies.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2023,Not mentioned in source.,Not mentioned in source.
Usability of 3D anthropometrical data in CAD/CAM patterns (source id: 18916ed3059534b254c384f8eb220c0b),Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2018,Not mentioned in source.,Not mentioned in source.
3D surface reconstruction from multiple digital images for prosthetic design,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2011,Not mentioned in source.,Not mentioned in source.
"BODYSPACE: ANTHROPOMETRY,",Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,1995,Not mentioned in source.,"Not mentioned in source.ERGONOMICS, AND DESIGN"
"BEYOND PERCENTILES: AN EXAMINATION OF OCCUPANT ANTHROPOMETRY AND SEAT DESIGN. IN: HUMAN FACTORS IN DRIVING AND TELEMATICS, AND SEATING COMFORT",Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2004,Not mentioned in source.,Not mentioned in source.
Biomechanical Studies and Optical Digitizer Development for Enhanced Orthopedic Footware,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2002,Not mentioned in source.,Not mentioned in source.
Antropometria e ergonomia no design para cadeirante desportista,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2014,Not mentioned in source.,Not mentioned in source.
Diseño y Desarrollo de una Máquina por Medidas Antropometricas,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2004,Not mentioned in source.,Not mentioned in source.
Dimensional accuracy of ankle-foot orthoses constructed by rapid customization and manufacturing framework.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2011,Not mentioned in source.,Not mentioned in source.
Design and manufacturing process optimization for prosthesis of the lower limb,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020,Not mentioned in source.,Not mentioned in source.
A novel system for the measurement of body shape and construction of seating supports for patients,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2009,Not mentioned in source.,Not mentioned in source.
Development and Evaluation of a Customized Wrist-Hand Orthosis using 3D Technology for a Child with Cerebral Palsy - A Case Study,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2019,Not mentioned in source.,Not mentioned in source.
Design of an automatic optical system to measure anthropometric hand parameters,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020,Not mentioned in source.,Not mentioned in source.
Design and custom fabrication of specialized orthoses for the upper-limb stabilization in childhood dyskinesia,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2022,Not mentioned in source.,Not mentioned in source.
ERGONOMIC ASSESSMENT IN CONCEPTUAL AND EMBODIMENT DESIGN,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2010,Not mentioned in source.,Not mentioned in source.
Determination of the workspace of wheelchair users,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,1996,Not mentioned in source.,Not mentioned in source.
Quantified Lives and Vital Data (chapter title),Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2018,Not mentioned in source.,Not mentioned in source.
