Title,Method,Product Type,Population,Measurements Used,Study Design,Key Findings,Year,Journal Source,Quality Level
Evaluation of the effect of shape on a contemporary CAD system[51],Assessed TracerCAD digital shape-capture via repeated tracing of a trans-tibial stump model and comparison to high-accuracy data acquisition measurements (0.005 mm)[51],Trans-tibial prosthetic socket / residual limb capture[51],Physical plaster model of a trans-tibial residual limb (model-based study); no human subjects reported[51],Dimensional measurements of stump model volume and geometry captured by TracerCAD and gold-standard data acquisition (5 micron accuracy); repeated surface traces used for comparison[51],Experimental validation study using a physical model with repeated measurements[51],"TracerCAD showed reduced consistency/accuracy on complex trans-tibial geometry compared to a simple cylindrical model, implying shape affects digital anthropometric capture and may impact socket design if uncorrected[51]",2008[51],Prosthetics and Orthotics International (journal URL indicates source)[51],"Moderate — experimental bench study with high-accuracy reference measurements but limited to a single plaster model and single operator, limiting generalisability[51]"
Shape sensing for computer aided below-knee prosthetic socket design[52],Not mentioned in source.,Below-knee prosthetic socket (prosthetic limb component)[52],Not mentioned in source.,Not mentioned in source.,Instrument development / descriptive study (description of two instruments for shape sensing)[52],"Shape sensing supports (1) inputting characteristic prosthetic shapes developed by prosthetists, and (2) providing accurate and rapid measurement of the anatomical shape of the stump, supporting computer-aided prosthetic fitting[52]",1985[52],Prosthetics and Orthotics International (URL provided)[52],Not mentioned in source.
Digital Human Models: What is Available and Which one to Choose,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2001[53],Not mentioned in source.,Not mentioned in source.
The role of anthropometry in design of work and life environments of the disabled population[54],Discusses use of anthropometric measurements to determine workspace reaches including Maximum Transverse Reach (MTR) and Maximum Sagittal Reach (MSR); anthropometric measurements applied to clothing construction for disabled users[54],"Assistive products and environments for disabled users, including workspace design and adaptive clothing (garments)[54]",Not mentioned in source.,Maximum Transverse Reach (MTR) and Maximum Sagittal Reach (MSR); various anthropometric measurements used for workspace and clothing design[54],Discussion / review of anthropometric applications (descriptive review)[54],Anthropometry supplies design data for disabled users; methods enable determination of workspace reaches for people with motion dysfunctions and the construction of adaptive clothing[54],1996[54],International Journal of Industrial Ergonomics[54],Moderate (review/discussion paper outlining methods and applications but without primary large-sample empirical data)[54]
Techniques in anthropometry applied to disabled and elderly populations.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,1995[55],Not mentioned in source.,Not mentioned in source.
3D reconstruction of the structure of a residual limb for customising the design of a prosthetic socket.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2005[56],Not mentioned in source.,Not mentioned in source.
Ankle morphometry for development of ankle prosthesis,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2011,Not mentioned in source.,Not mentioned in source.
A CAD CAM digitizing adapter for spinal casts,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,1996[57],Not mentioned in source.,Not mentioned in source.
Design and manufacturing process optimization for prosthesis of the lower limb,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020[58],Not mentioned in source.,Not mentioned in source.
A new design paradigm for the development of custom-fit soft sockets for lower limb prostheses,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2010[59],Not mentioned in source.,Not mentioned in source.
The joint prosthesis design project: an anatomy database for the design of joint replacement,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2005[60],Not mentioned in source.,Not mentioned in source.
Design and 3d-printing of a body-powered prosthetic limb for amputee[61],Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020[61],Not mentioned in source.,Not mentioned in source.
Design of an automatic optical system to measure anthropometric hand parameters[36],Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020[36],Not mentioned in source.,Not mentioned in source.
Design and development of smart AI-based voice assistive ergonomic commode wheelchair for mobility and rehabilitation,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2024[62],Not mentioned in source.,Not mentioned in source.
Ergonomic assessment of an exoskeleton for hospital logistics,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2021,Not mentioned in source.,Not mentioned in source.
3D Scanning Image Analysis and Design of Orthoses and Prostheses,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2019[63],Not mentioned in source.,Not mentioned in source.
A measurement device to assist amputee prothetic fitting,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,1994[64],Not mentioned in source.,Not mentioned in source.
3D-Printed Prosthetic Hands: A Review,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020,Not mentioned in source.,Not mentioned in source.
A NOVEL APPROACH FOR CUSTOMIZED PROSTHETIC SOCKET DESIGN,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2016[65],Not mentioned in source.,Not mentioned in source.
Prosthetic Socket Shape As Related to Anatomy in Lower Extremity Amputees,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,1964[66],Not mentioned in source.,Not mentioned in source.
Computer integrated design and manufacturing of patient specific lower limb orthoses through 3D reconstruction / Morshed Alam[67],Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2014[68],Not mentioned in source.,Not mentioned in source.
A Case Study on Designing a Passive Feeding-Assistive Orthosis for Arthrogryposis,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020,Not mentioned in source.,Not mentioned in source.
Orthotic design through 3D reconstruction: A passive-assistance ankle--foot orthotic (from source id 18916ed20a7e08934237178b59139080),Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2006[69],Not mentioned in source.,Not mentioned in source.
Dynamic Socket Design for Transtibial Prosthesis (title from source metadata),Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2021[70],Not mentioned in source.,Not mentioned in source.
A CAD CAM digitizing adapter for spinal casts,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,1996[57],Not mentioned in source.,Not mentioned in source.
Using CAD 	6 CAM Technology in The Design of Prosthetic Devices[71],Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020[71],Not mentioned in source.,Not mentioned in source.
Computer integrated design and manufacturing of patient specific lower limb orthoses through 3D reconstruction / Morshed Alam[67],Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2014[67],Not mentioned in source.,Not mentioned in source.
Research on Rehabilitation Device by the Ergonomics Analysis of CATIA V5,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2008,Not mentioned in source.,Not mentioned in source.
Design of a Wearable Walking Aid Based on Anthropometric Measurement of Cerebral Palsy Children in Malaysia[47],Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2018[47],Not mentioned in source.,Not mentioned in source.
Predictive Prosthetic Socket Design Part 2: person-specific concept design using multi-objective Genetic Algorithms,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2019[72],Not mentioned in source.,Not mentioned in source.
Usage of 3D Anthropometric Data in CAD/CAM Individual Measurement List,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2015[73],Not mentioned in source.,Not mentioned in source.
Workplace Environment Digitization Using A Portable Measurement System: A Standardized Methodology[74],Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,1996[74],Not mentioned in source.,Not mentioned in source.
Computer Designed Prosthetic Socket from Analysis of Computed Tomography Data,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,1989[75],Not mentioned in source.,Not mentioned in source.
Investigation of an Initial Data Set for Decision Support System Development of a lower Leg Prosthesis Individual Prosthetic Socket Selection,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2021[61],Not mentioned in source.,Not mentioned in source.
Design and manufacturing process optimization for prosthesis of the lower limb (thesis title as provided),Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020[25],Not mentioned in source.,Not mentioned in source.
3DPro—Development of Low-Cost Prosthetics Using 3D Printing Technologies,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2017[76],Not mentioned in source.,Not mentioned in source.
Development of a made to measure process for customizing lumbar orthotics for obese people[67],Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2014[67],Not mentioned in source.,Not mentioned in source.
Design and Analysis of Man-machine System about Wheelchair,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2012,Not mentioned in source.,Not mentioned in source.
A 3D Scanner System for Building the Prosthetic Leg Model Based on the Reality Capture Technique,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020[58],Not mentioned in source.,Not mentioned in source.
Design for Customized AdditiveManufactured Exoskeleton Using Bio CADModeling (from source id: 18916ed305562ec0caf16222badcbfcd),Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2014[18],Not mentioned in source.,Not mentioned in source.
Scanning Technologies Adoption for Transtibial Residual Limb Shape Characterization[36],Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2025[36],Not mentioned in source.,Not mentioned in source.
Development of an Active Orthosis for Inferior Limb with Light Structure,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2017,Not mentioned in source.,Not mentioned in source.
A data set on anthropometric measurements and degree of discomfort of physically disabled workers for ergonomic requirements in work space design,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020,Not mentioned in source.,Not mentioned in source.
Digital Plaster: Enabling 3D Scanning and Printing Workflows in Orthotics[36],Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2017[36],Not mentioned in source.,Not mentioned in source.
Design and 3D Printing of Lower Limb Prosthetic Socket *[77],Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2024[77],Not mentioned in source.,Not mentioned in source.
3 dimensional body measurement technology in apparel industry,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2006[78],Not mentioned in source.,Not mentioned in source.
Measurements of the interface pressure between the stump and the socket and its relevance to the prosthetic socket design,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2004[79],Not mentioned in source.,Not mentioned in source.
Parametrización geométrica del diseño de prótesis transtibial considerando las medidas antropométricas del paciente[80],Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2018[80],Not mentioned in source.,Not mentioned in source.
Advanced prototyping of variable impedance prosthetic sockets for trans-tibial amputees : polyjet matrix 3D printing of comfortable prosthetic sockets using digital anatomical data[70],Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2012[70],Not mentioned in source.,Not mentioned in source.
Fit Comparison of Custom Casts Created Through Photogrammetry & FDM Rapid-Prototyping of Ipsilateral Versus Mirrored Contralateral Extremities,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2025[81],Not mentioned in source.,Not mentioned in source.
REVERSE ENGINEERING A TRANSHUMERAL PROSTHETIC DESIGN FOR ADDITIVE MANUFACTURING,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2017[82],Not mentioned in source.,Not mentioned in source.
Patient-Specific Optimization of Prosthetic Socket Construction and Fabrication Using Innovative Manufacturing Processes : A Project in Progress[70],Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2010[70],Not mentioned in source.,Not mentioned in source.
Digital human modelling in a virtual environment of CAD parts and a point cloud,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2017[83],Not mentioned in source.,Not mentioned in source.
A New Non-Contact Anthropometric Measuring System,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,1994,Not mentioned in source.,Not mentioned in source.
Antropornetry for HMD design,Not mentioned in source.,Helmet / head-mounted display (HMD) systems,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2004,SPIE Helmet-Mounted Displays III proceedings (as listed on Semantic Scholar entry),Not mentioned in source.
Anthropometric data of adult wheelchair users for Mexican population,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2012,Not mentioned in source.,Not mentioned in source.
Wheelchair users’ anthropometric data: analysis of existent available information[83],Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2017[83],Not mentioned in source.,Not mentioned in source.
Establishment of antropometric reference values for design with regard to dental ergonomics,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2003[84],Not mentioned in source.,Not mentioned in source.
Ergonomic assessment of an exoskeleton for hospital logistics,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2021,Not mentioned in source.,Not mentioned in source.
The Compliance of 3D Scanned Anthropometric Data with a CAD Grafis Measurement Chart,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2015[85],Not mentioned in source.,Not mentioned in source.
Towards a digital process chain for the automated manufacturing of pediatric orthoses[86],Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2019[86],Not mentioned in source.,Not mentioned in source.
Digital Human Modeling: What is Available and Which one to Choose,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2001[53],Not mentioned in source.,Not mentioned in source.
3D-Printed Prosthetic Hands: A Review,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020,Not mentioned in source.,Not mentioned in source.
AUTOMATED SHAPE MODIFICATION FOR THE CAD MODEL OF RESIDUAL LIMB,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2002[87],Not mentioned in source.,Not mentioned in source.
A trans-femoral brim adapter for CAD CAM measurements,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,1994[88],Not mentioned in source.,Not mentioned in source.
A pilot study on using photogrammetry to monitor clubfoot correction during Ponseti treatment: are we there yet?,Not mentioned in source.,Not mentioned in source.,Not mentioned in source. pregnancies.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2023,Not mentioned in source.,Not mentioned in source.
Usability of 3D anthropometrical data in CAD/CAM patterns (source id: 18916ed3059534b254c384f8eb220c0b),Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2018[36],Not mentioned in source.,Not mentioned in source.
3D surface reconstruction from multiple digital images for prosthetic design,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2011,Not mentioned in source.,Not mentioned in source.
"BODYSPACE: ANTHROPOMETRY,",Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,1995,Not mentioned in source.,"Not mentioned in source.ERGONOMICS, AND DESIGN"
"BEYOND PERCENTILES: AN EXAMINATION OF OCCUPANT ANTHROPOMETRY AND SEAT DESIGN. IN: HUMAN FACTORS IN DRIVING AND TELEMATICS, AND SEATING COMFORT[89]",Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2004[89],Not mentioned in source.,Not mentioned in source.
Biomechanical Studies and Optical Digitizer Development for Enhanced Orthopedic Footware[87],Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2002[87],Not mentioned in source.,Not mentioned in source.
Antropometria e ergonomia no design para cadeirante desportista,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2014[90],Not mentioned in source.,Not mentioned in source.
Diseño y Desarrollo de una Máquina por Medidas Antropometricas,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2004[91],Not mentioned in source.,Not mentioned in source.
Dimensional accuracy of ankle-foot orthoses constructed by rapid customization and manufacturing framework.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2011,Not mentioned in source.,Not mentioned in source.
Design and manufacturing process optimization for prosthesis of the lower limb,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020[58],Not mentioned in source.,Not mentioned in source.
A novel system for the measurement of body shape and construction of seating supports for patients[92],Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2009[92],Not mentioned in source.,Not mentioned in source.
Development and Evaluation of a Customized Wrist-Hand Orthosis using 3D Technology for a Child with Cerebral Palsy - A Case Study,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2019[93],Not mentioned in source.,Not mentioned in source.
Design of an automatic optical system to measure anthropometric hand parameters[83],Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2020[83],Not mentioned in source.,Not mentioned in source.
Design and custom fabrication of specialized orthoses for the upper-limb stabilization in childhood dyskinesia,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2022,Not mentioned in source.,Not mentioned in source.
ERGONOMIC ASSESSMENT IN CONCEPTUAL AND EMBODIMENT DESIGN,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2010[94],Not mentioned in source.,Not mentioned in source.
Determination of the workspace of wheelchair users[59],Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,1996[59],Not mentioned in source.,Not mentioned in source.
Quantified Lives and Vital Data (chapter title)[95],Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,Not mentioned in source.,2018[95],Not mentioned in source.,Not mentioned in source.
"[1] Huthaifa Atallah, 2025. The Current State of 3D-Printed Prostheses Clinical Outcomes: A Systematic Review."
"[2] Muhamad Rezky Putra Pratama, 2025. Antropometric Based Optimization Of Wheelchair Design For Enhanced User Ergonomics."
"[3] Kyriakidis et al., 2025. Topologically Optimized Anthropomorphic Prosthetic Limb: Finite Element Analysis and Mechanical Evaluation Using Plantogram-Derived Foot Pressure Data."
"[4] Chainando et al., 2025. Applying 3D Scanning and Printing Techniques to Produce Upper Limb Prostheses: Bibliometric Analysis and Scoping Review."
"[5] Methods to assess lower limb prosthetic adaptation: a systematic ..., 2025."
"[6] Volkov & Antoshchuk, 2025. METHOD FOR CREATING A DIGITAL ATLAS OF 3D MODELS OF HUMAN ANATOMY FOR PROSTHETICS."
"[7] Fitrianto et al., 2025. EVALUATION OF OFFICE CHAIR DESIGN FROM ERGONOMIC AND ANTHROPOMETRIC PERSPECTIVES."
"[8] Fitrianto et al., 2025. Evaluation of Office Chairs to Enhance Comfort and Reduce Musculoskeletal Risk in Sedentary Work Environments."
"[9] Soto-Cardona, 2025. Methods to assess lower limb prosthetic adaptation: a systematic review."
"[10] Sunderland et al., 2024. OpenLimbTT, a transtibial residual limb shape model for prosthetics simulation and design: creating a statistical anatomic model using sparse data."
"[11] Cirello et al., 2024. A New Automatic Process Based on Generative Design for CAD Modeling and Manufacturing of Customized Orthosis."
"[12] Standard Guide for Assessing Fit Accommodation of Exoskeletons for Manufacturers  and Designers, 2024."
"[13] Alrasheedi et al., 2024. Customized Orthosis Design Based on Surface Reconstruction from 3D-Scanned Points."
"[14] Silva et al., 2024. A Review on 3D Scanners Studies for Producing Customized Orthoses."
"[15] Hsiao et al., 2024. Anatomical-Based Customized Cervical Orthosis Design in Automation."
"[16] Kannenberg et al., 2024. Insights into the spectrum of transtibial prosthetic socket design from expert clinicians and their digital records."
"[17] A.H.Hilmi & A.R.A.Hamid, 2024. Current Issues Related to Anthropometry in Engineering."
"[18] Nagarajan et al., 2024. Shape Analysis of Prosthetic Socket Rectification Procedure for Transtibial Amputees."
"[19] Štefanovič et al., 2024. THE PRODUCTION OF HYBRID PROSTHETIC SOCKETS THROUGH THE INTEGRATION OF 3D PRINTING AND CONVENTIONAL LAMINATION."
"[20] Ibrahim et al., 2024. Techniques for Measuring the Fluctuation of Residual Lower Limb Volume in Clinical Practices: A Systematic Review of the Past Four Decades."
"[21] Squibb et al., 2024. A high precision laser scanning system for measuring shape and volume of transtibial amputee residual limbs: Design and validation."
"[22] Information, 2025. A scoping review of digital fabrication techniques applied... : Prosthetics and Orthotics International."
"[23] Musa et al., 2024. Utilizing Additive Manufacturing for Economical Prosthetic Limb Prototyping: A Guide from Regression Modelling."
"[24] Adu et al., 2024. Relationship between Learning Environment Design and Musculoskeletal Disorders in Learners."
"[25] Cutti et al., 2023. A Workflow for Studying the Stump–Socket Interface in Persons with Transtibial Amputation through 3D Thermographic Mapping."
"[26] Hooshiar, 2023. Review and critique of current testing protocols for upper-limb prostheses: a call for standardization amidst rapid technological advancements."
"[27] Functionality and Comfort Design of Lower-Limb Prosthetics: A Review, 2023."
"[28] Young et al., 2023. Advances in the measurement of prosthetic socket interface mechanics: a review of technology, techniques, and a 20-year update."
"[29] Sharma, 2023. Low limb prostheses and complex human prosthetic interaction: A systematic literature review."
"[30] The Perfect Fit : Using 3 D technologies to create custom-fitted prosthetic arm sockets, 2016."
"[31] Giedrowicz, 2023. Ergonomic guidelines for the design interfaces of additive modules for manual wheelchairs: sagittal plane."
"[32] Tsiokou et al., 2023. An Integrative Computational Design Workflow and Validation Methodology for 3D-Printed Personalized Orthopedic Devices: Case Study of a Wrist–Hand Orthosis (WHO)."
"[33] Albin & Molenbroek, 2023. Introduction to the Special Issue, Anthropometry in Design."
"[34] Chua et al., 2023. An Interplay of Chair Dimensions, Anthropometric Measures, Posture, and Comfort Among Students."
"[35] Irfan et al., 2023. Association between anthropometric measurements of chairs and biomechanical variables leading to musculoskeletal problems in students at different government universities of Multan."
"[36] Cabibihan et al., 2018. A Method for 3-D Printing Patient-Specific Prosthetic Arms With High Accuracy Shape and Size."
"[37] Annisa et al., 2022. Ergonomics Leg Prosthetic Redesign Using An Anthropometric Approach."
"[38] Gགྷrski et al., 2022. Automated Design and Rapid Manufacturing of Low-Cost Customized Upper Limb Prostheses."
"[39] Štefanovič et al., 2022. Design of an Individual Cover for a Lower Limb Prosthesis."
"[40] Çıklaçandır et al., 2022. Comparison of Traditional, MRI, and 3D Scanning Anthropometric Measurements in Hand Prosthesis Design."
"[41] Aretxabaleta et al., 2022. Automation of Measurements for Personalized Medical Appliances by Means of CAD Software—Application in Robin Sequence Orthodontic Appliances."
"[42] Bradtmiller, 2022. Design for All – Design for Disabled: How important is anthropometry?."
"[43] Lindell et al., 2021. 3D Body Scan as Anthropometric Tool for Individualized Prosthetic Socks."
"[44] Mubarak et al., 2021. Customized Designs and Biomechanical Analysis of Transtibial Prosthetic Leg."
"[45] Štefanovič et al., 2021. Custom Prosthetic Cover Development Methodology."
"[46] Hynčík et al., 2021. Personalization of a Human Body Model Using Subject-Specific Dimensions for Designing Clothing Patterns."
"[47] Day & Riley, 2018. Utilising three-dimensional printing techniques when providing unique assistive devices: A case report."
"[48] Oktorini, 2012. Perancangan mekanisme prototipe 3d scanner untuk penangkapan informasi objek (awal perancangan 3d scanner tangan manusia)."
"[49] Mahmood, 2012. 3D Surface Reconstruction from Multiviews for Prosthetic Design."
"[50] Chaffin, 2008. Digital Human Modeling for Workspace Design."
"[51] Mcgarry et al., 2008. Evaluation of the effect of shape on a contemporary CAD system."
"[52] Fernie et al., 1985. Shape sensing for computer aided below-knee prosthetic socket design."
"[53] Meulen & Pruett, 2001. Digital Human Models: What is Available and Which one to Choose."
"[54] The role of anthropometry in design of work and life environments of ..."
"[55] Sa, 2017. Bodyspace: Anthropometry, Ergonomics and the Design of Work, Third Edition | Semantic Scholar."
"[56] Shuxian et al., 2005. 3D reconstruction of the structure of a residual limb for customising the design of a prosthetic socket."
"[57] Lemaire et al., 1996. A CAD CAM digitizing adapter for spinal casts."
"[58] Ballit, 2020. Design and manufacturing process optimization for prosthesis of the lower limb."
"[59] Williams et al., 2004. Integration of anthropometric data within a computer aided design model."
"[60] *, 2005. The joint prosthesis design project: an anatomy database for the design of joint replacement."
"[61] Sufelfa et al., 2021. Investigation of an Initial Data Set for Decision Support System Development of a lower Leg Prosthesis Individual Prosthetic Socket Selection."
"[62] Kumar et al., 2024. Design and development of smart AI-based voice assistive ergonomic commode wheelchair for mobility and rehabilitation."
"[63] Semenski et al., 2019. 3D Scanning Image Analysis and Design of Orthoses and Prostheses."
"[64] Sanders et al., 1994. A measurement device to assist amputee prothetic fitting."
"[65] Nayak et al., 2016. A NOVEL APPROACH FOR CUSTOMIZED PROSTHETIC SOCKET DESIGN."
"[66] Hall, 1964. Prosthetic Socket Shape As Related to Anatomy in Lower Extremity Amputees."
"[67] P.Balamurugan & G.Arumaikkannu, 2014. Design for Customized AdditiveManufactured Exoskeleton Using Bio CADModeling."
